gender,birthdate,country_of_birth,current_country,postcode,national_insurance_number,cc_status,weight,height,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited,birthmonth_imp,birthyear_gov,birth_group_op,Continent_gov_op,postcode_imp,postcode_gov,hash
M,1993-09-01,Cook Islands,United Kingdom,W9 9ZH,ZZ196961T,0,43.4,1.8,B+,2.7,373.7,secondary,9,1993-09,1993,Over 1980,other,W9 ,W,10807804
M,1961-08-05,San Marino,United Kingdom,KT8N 3DZ,ZZ697956T,0,67.0,1.71,A+,1.1,166.9,secondary,36,1961-08,1961,1955-1980,Europe,KT8N ,KT,4002838
M,1973-12-18,Mongolia,United Kingdom,L1T 7UJ,ZZ834535T,0,59.5,1.42,B+,0.9,161.0,other,43,1973-12,1973,1955-1980,Asia,L1T ,L,19769432
M,1983-09-13,Korea,United Kingdom,E8S 9PT,ZZ039654T,0,63.0,1.86,A+,0.4,58.6,bachelor,22,1983-09,1983,Over 1980,Asia,E8S ,E,19868845
F,1973-10-28,Saint Lucia,United Kingdom,E37 0JJ,ZZ836106T,0,66.8,1.82,O+,3.2,76.3,secondary,9,1973-10,1973,1955-1980,America,E37 ,E,17707908
F,1961-06-30,Botswana,United Kingdom,B40 0NG,ZZ469404T,0,46.4,1.83,A+,7.7,228.6,secondary,4,1961-06,1961,1955-1980,Africa,B40 ,B,22929826
F,1974-11-28,Greenland,United Kingdom,B2B 7HF,ZZ896024T,0,96.9,1.7,B+,0.9,475.4,bachelor,27,1974-11,1974,1955-1980,America,B2B ,B,5004090
M,1980-09-22,Turks and Caicos Islands,United Kingdom,SP2V 2ZT,ZZ559885T,0,63.1,1.62,O+,0.8,20.2,secondary,3,1980-09,1980,1955-1980,America,SP2V ,SP,1330742
M,1955-11-30,Sao Tome and Principe,United Kingdom,L8G 4RJ,ZZ570974T,0,39.0,1.63,A+,1.9,202.3,secondary,19,1955-11,1955,1955-1980,Africa,L8G ,L,4586123
M,1983-02-19,British Indian Ocean Territory (Chagos Archipelago),United Kingdom,W5 8XA,ZZ918708T,0,95.6,1.59,A+,5.7,68.7,secondary,5,1983-02,1983,Over 1980,Asia,W5 ,W,14252007
M,1973-04-10,Sri Lanka,United Kingdom,ST3M 3GT,ZZ736513T,0,71.5,1.78,AB+,2.0,103.6,other,44,1973-04,1973,1955-1980,Asia,ST3M ,ST,15096005
F,1965-06-17,Liechtenstein,United Kingdom,L7 7ZT,ZZ617915T,0,48.6,1.92,O+,2.5,254.2,other,35,1965-06,1965,1955-1980,Europe,L7 ,L,8669256
F,1976-05-29,Panama,United Kingdom,B9 7ZH,ZZ042294T,0,52.5,1.99,B+,3.1,364.3,bachelor,18,1976-05,1976,1955-1980,America,B9 ,B,9104630
M,1995-08-15,Serbia,United Kingdom,YO59 1YG,ZZ490286T,0,40.1,1.78,B-,2.3,27.6,primary,37,1995-08,1995,Over 1980,Europe,YO59 ,YO,5328802
M,1994-12-21,Kenya,United Kingdom,GU2X 0ZZ,ZZ654759T,0,35.9,1.49,O+,2.4,477.0,secondary,14,1994-12,1994,Over 1980,Africa,GU2X ,GU,16270776
F,1979-04-30,Macedonia,United Kingdom,S16 3RU,ZZ940296T,0,52.4,1.82,A+,8.9,420.8,secondary,40,1979-04,1979,1955-1980,Europe,S16 ,S,11908068
F,1996-08-13,Antarctica (the territory South of 60 deg S),United Kingdom,N3 9NB,ZZ495815T,0,71.9,1.81,A+,6.5,237.4,secondary,45,1996-08,1996,Over 1980,other,N3 ,N,12516865
F,1986-08-09,Mali,United Kingdom,S8T 8WZ,ZZ630304T,0,89.4,1.43,O+,7.0,332.4,secondary,22,1986-08,1986,Over 1980,Africa,S8T ,S,3857469
M,1986-10-27,French Guiana,United Kingdom,JE8 6DP,ZZ780673T,0,71.4,1.75,A+,4.5,236.0,primary,9,1986-10,1986,Over 1980,America,JE8 ,JE,14591434
F,1989-01-03,French Polynesia,United Kingdom,L53 8QN,ZZ214844T,1,77.3,1.47,O+,4.3,41.9,bachelor,13,1989-01,1989,Over 1980,other,L53 ,L,8317199
M,1960-07-10,Oman,United Kingdom,BH4 1JT,ZZ635745T,0,76.8,1.66,A+,2.2,250.2,masters,2,1960-07,1960,1955-1980,Asia,BH4 ,BH,10429426
F,1992-02-23,United Arab Emirates,United Kingdom,NW03 5RR,ZZ437549T,0,74.3,1.9,A+,5.0,387.0,secondary,9,1992-02,1992,Over 1980,Asia,NW03 ,NW,7053711
F,1981-03-10,Montenegro,United Kingdom,M3 2QH,ZZ239036T,0,82.9,1.91,O+,4.9,278.1,bachelor,21,1981-03,1981,1955-1980,Europe,M3 ,M,1395728
M,1993-04-18,Botswana,United Kingdom,E8 0YD,ZZ578574T,0,98.3,1.43,O+,9.4,64.6,bachelor,17,1993-04,1993,Over 1980,Africa,E8 ,E,11167701
M,1988-03-07,Niger,United Kingdom,M3H 5ZU,ZZ288186T,0,94.1,1.61,O+,1.8,394.9,phD,17,1988-03,1988,Over 1980,Africa,M3H ,M,16625932
F,1985-08-17,Montserrat,United Kingdom,L9E 4SR,ZZ403463T,0,36.0,1.91,O+,4.1,261.3,masters,37,1985-08,1985,Over 1980,America,L9E ,L,1972982
F,1993-08-17,Reunion,United Kingdom,TQ68 2EA,ZZ965384T,0,93.5,1.54,A+,6.8,351.1,bachelor,15,1993-08,1993,Over 1980,Africa,TQ68 ,TQ,25067328
M,1976-03-20,Czech Republic,United Kingdom,OL7A 9UQ,ZZ947958T,0,52.7,1.7,A+,5.1,114.7,secondary,37,1976-03,1976,1955-1980,Europe,OL7A ,OL,16979012
M,1988-08-01,Faroe Islands,United Kingdom,HP2H 6HW,ZZ470852T,0,90.8,1.64,A+,7.1,140.0,bachelor,32,1988-08,1988,Over 1980,Europe,HP2H ,HP,13015382
F,1973-05-01,Bouvet Island (Bouvetoya),United Kingdom,B0 3HB,ZZ487608T,0,53.5,1.96,O+,4.5,367.4,secondary,22,1973-05,1973,1955-1980,other,B0 ,B,11364161
M,1960-02-28,Norfolk Island,United Kingdom,CW6Y 3HU,ZZ487078T,0,52.1,1.78,A-,8.5,385.7,secondary,30,1960-02,1960,1955-1980,other,CW6Y ,CW,10148558
F,1982-01-05,Gabon,United Kingdom,G0 2BZ,ZZ827054T,0,42.4,1.7,B+,3.3,291.3,secondary,13,1982-01,1982,Over 1980,Africa,G0 ,G,14756785
F,1972-02-20,Monaco,United Kingdom,SP1 5WR,ZZ951988T,0,87.3,1.99,B+,8.1,84.2,masters,48,1972-02,1972,1955-1980,Europe,SP1 ,SP,12266360
F,1998-11-18,Falkland Islands (Malvinas),United Kingdom,N2 5NB,ZZ839718T,0,45.5,1.95,A+,5.0,216.7,secondary,39,1998-11,1998,Over 1980,America,N2 ,N,11900083
F,1987-06-02,Saudi Arabia,United Kingdom,TN81 5WP,ZZ965881T,0,97.2,1.51,O+,6.9,357.5,masters,18,1987-06,1987,Over 1980,Asia,TN81 ,TN,3965093
F,1974-10-12,Belize,United Kingdom,B0H 0QX,ZZ688407T,0,53.1,1.68,O+,3.0,453.9,secondary,7,1974-10,1974,1955-1980,America,B0H ,B,470733
F,1965-03-10,Samoa,United Kingdom,W9 0GN,ZZ833962T,1,57.5,1.73,O+,8.0,75.9,masters,37,1965-03,1965,1955-1980,other,W9 ,W,21039002
M,2001-04-17,British Virgin Islands,United Kingdom,N1F 7QN,ZZ824161T,0,36.8,1.7,O+,6.3,463.4,secondary,43,2001-04,2001,Over 1980,America,N1F ,N,19357428
M,1996-02-26,Ireland,United Kingdom,L7 0DF,ZZ596429T,0,87.5,1.83,O+,6.4,400.4,other,45,1996-02,1996,Over 1980,Europe,L7 ,L,3345446
M,1979-05-22,Saint Pierre and Miquelon,United Kingdom,W2 6AY,ZZ612611T,1,38.7,1.77,B+,2.3,267.6,secondary,29,1979-05,1979,1955-1980,America,W2 ,W,11294451
F,1975-11-28,Iran,United Kingdom,W5 6SB,ZZ583835T,0,56.1,1.78,A-,4.2,169.2,secondary,20,1975-11,1975,1955-1980,Asia,W5 ,W,8654521
M,1991-01-30,Saudi Arabia,United Kingdom,HA95 8XJ,ZZ553159T,0,40.2,1.68,O+,0.9,329.4,secondary,44,1991-01,1991,Over 1980,Asia,HA95 ,HA,11589920
M,1997-01-23,Italy,United Kingdom,L8 0RD,ZZ336732T,0,60.9,1.73,O+,9.7,67.4,secondary,8,1997-01,1997,Over 1980,Europe,L8 ,L,14971219
M,1977-03-15,Indonesia,United Kingdom,WS7N 9BB,ZZ431097T,0,98.9,1.76,A+,0.6,157.3,secondary,2,1977-03,1977,1955-1980,Asia,WS7N ,WS,23776877
F,2003-06-22,Micronesia,United Kingdom,NG7Y 3DQ,ZZ539387T,0,99.7,1.93,B+,6.3,157.3,secondary,8,2003-06,2003,Over 1980,other,NG7Y ,NG,2631080
F,1987-04-30,Rwanda,United Kingdom,WA9M 2XF,ZZ954868T,0,64.0,1.59,O+,3.8,450.7,secondary,47,1987-04,1987,Over 1980,Africa,WA9M ,WA,5674605
F,1963-05-04,Ireland,United Kingdom,L23 8QG,ZZ966538T,0,67.6,1.56,O+,6.5,31.4,secondary,45,1963-05,1963,1955-1980,Europe,L23 ,L,22978455
M,1981-12-29,Rwanda,United Kingdom,HA5 6LS,ZZ226907T,0,42.4,1.92,B+,9.5,268.7,masters,49,1981-12,1981,1955-1980,Africa,HA5 ,HA,3667519
F,1960-09-19,Sierra Leone,United Kingdom,S2A 8YS,ZZ728826T,0,58.8,1.43,B+,4.1,411.5,secondary,38,1960-09,1960,1955-1980,Africa,S2A ,S,12233820
M,1962-02-27,Turks and Caicos Islands,United Kingdom,G93 4US,ZZ205051T,0,78.4,1.65,A+,1.8,292.8,secondary,38,1962-02,1962,1955-1980,America,G93 ,G,7365094
F,2002-01-13,British Virgin Islands,United Kingdom,PH22 4HQ,ZZ195059T,0,77.2,1.65,A+,6.2,181.9,primary,25,2002-01,2002,Over 1980,America,PH22 ,PH,16405152
M,1973-11-25,Switzerland,United Kingdom,GY2 5DN,ZZ560229T,0,69.2,1.7,O-,8.8,357.0,bachelor,14,1973-11,1973,1955-1980,Europe,GY2 ,GY,3563132
M,1973-01-09,Northern Mariana Islands,United Kingdom,KT0 3SU,ZZ535494T,0,55.8,1.52,O+,5.3,194.9,masters,37,1973-01,1973,1955-1980,other,KT0 ,KT,7976522
F,1962-10-06,Panama,United Kingdom,N95 6TE,ZZ270383T,0,37.8,1.66,B+,4.5,2.2,bachelor,14,1962-10,1962,1955-1980,America,N95 ,N,15979449
M,1988-02-16,Peru,United Kingdom,NP8V 2WQ,ZZ859861T,0,94.8,1.42,A+,5.9,271.5,primary,7,1988-02,1988,Over 1980,America,NP8V ,NP,16241536
F,1997-11-15,Antigua and Barbuda,United Kingdom,S2T 1LJ,ZZ372730T,0,43.1,1.49,O+,3.3,12.9,bachelor,4,1997-11,1997,Over 1980,America,S2T ,S,9477413
M,2002-12-05,Taiwan,United Kingdom,CH5M 3GE,ZZ597442T,0,44.3,1.86,A+,1.5,223.5,secondary,38,2002-12,2002,Over 1980,Asia,CH5M ,CH,5234293
M,1959-02-09,Thailand,United Kingdom,W01 8NU,ZZ574139T,0,37.5,1.91,A+,9.3,163.0,secondary,3,1959-02,1959,1955-1980,Asia,W01 ,W,11345385
F,1983-07-18,Kuwait,United Kingdom,TR3Y 2AQ,ZZ823863T,0,94.6,1.8,A+,2.6,85.2,masters,23,1983-07,1983,Over 1980,Asia,TR3Y ,TR,9126571
M,1996-04-20,Burundi,United Kingdom,LN9 5TQ,ZZ435807T,1,87.1,1.75,O+,1.2,336.1,secondary,35,1996-04,1996,Over 1980,Africa,LN9 ,LN,15149958
F,1961-01-21,Bosnia and Herzegovina,United Kingdom,E6B 8UL,ZZ591960T,0,71.8,1.85,B+,2.8,20.3,bachelor,9,1961-01,1961,1955-1980,Europe,E6B ,E,23860157
M,1957-01-18,Chad,United Kingdom,W3K 9HU,ZZ143753T,0,92.9,1.77,A+,4.7,333.8,secondary,37,1957-01,1957,1955-1980,Africa,W3K ,W,5912060
F,1989-07-26,Burundi,United Kingdom,LE27 0AH,ZZ395337T,0,90.8,1.53,O+,8.9,352.1,masters,13,1989-07,1989,Over 1980,Africa,LE27 ,LE,23644298
F,1960-08-22,Togo,United Kingdom,BB2P 6HW,ZZ118215T,0,77.8,1.71,O+,6.2,368.2,masters,5,1960-08,1960,1955-1980,Africa,BB2P ,BB,14013822
F,1986-12-12,Puerto Rico,United Kingdom,M2C 6BS,ZZ916588T,0,46.1,1.95,O+,4.2,300.0,secondary,22,1986-12,1986,Over 1980,America,M2C ,M,13720013
M,1989-07-22,Liberia,United Kingdom,B4H 2JA,ZZ057211T,0,63.1,1.85,O+,3.9,220.0,secondary,2,1989-07,1989,Over 1980,Africa,B4H ,B,23024207
M,1968-10-05,Ukraine,United Kingdom,M38 4HA,ZZ619853T,0,84.5,1.45,O+,0.2,267.1,secondary,43,1968-10,1968,1955-1980,Europe,M38 ,M,5334370
F,1969-01-07,Greece,United Kingdom,TW5 0YX,ZZ558306T,0,76.7,1.94,O+,1.2,332.5,bachelor,32,1969-01,1969,1955-1980,Europe,TW5 ,TW,19624913
F,1992-10-14,Belarus,United Kingdom,S3 6UR,ZZ172888T,0,58.1,1.52,B+,4.1,42.1,secondary,8,1992-10,1992,Over 1980,Europe,S3 ,S,889813
F,2002-03-19,Brunei Darussalam,United Kingdom,W9 7GP,ZZ939937T,0,56.2,1.89,O+,5.2,472.2,secondary,44,2002-03,2002,Over 1980,Asia,W9 ,W,22772049
F,1957-03-29,Solomon Islands,United Kingdom,SR5 0UP,ZZ993855T,0,57.5,1.94,O+,2.5,259.7,secondary,14,1957-03,1957,1955-1980,other,SR5 ,SR,20980472
M,1964-01-28,Wallis and Futuna,United Kingdom,E8B 4FY,ZZ405675T,0,85.8,1.59,A-,7.9,8.2,secondary,17,1964-01,1964,1955-1980,other,E8B ,E,17413817
F,1995-08-28,Montenegro,United Kingdom,G9 2NU,ZZ299580T,0,37.6,1.91,O+,5.9,478.5,secondary,15,1995-08,1995,Over 1980,Europe,G9 ,G,2489714
M,1999-07-13,Nigeria,United Kingdom,DN0 0XJ,ZZ254370T,0,72.7,1.84,A+,4.3,462.1,secondary,41,1999-07,1999,Over 1980,Africa,DN0 ,DN,21779725
M,1958-01-22,Bosnia and Herzegovina,United Kingdom,L11 4SA,ZZ874899T,0,82.8,1.77,B+,6.7,385.5,phD,23,1958-01,1958,1955-1980,Europe,L11 ,L,7078317
F,1966-09-30,Botswana,United Kingdom,NE7 0FJ,ZZ376996T,0,95.3,1.69,A-,9.4,1.0,secondary,42,1966-09,1966,1955-1980,Africa,NE7 ,NE,15032646
M,1963-01-10,Egypt,United Kingdom,G11 0PD,ZZ168131T,0,73.2,1.64,A+,2.7,156.5,other,48,1963-01,1963,1955-1980,Africa,G11 ,G,8440930
M,1958-08-09,Ireland,United Kingdom,JE3 2QG,ZZ905168T,0,77.8,1.78,A+,2.7,373.1,secondary,3,1958-08,1958,1955-1980,Europe,JE3 ,JE,13281913
F,1975-05-17,Algeria,United Kingdom,S9 3LW,ZZ741361T,0,92.1,1.94,O+,4.7,122.2,phD,40,1975-05,1975,1955-1980,Africa,S9 ,S,14840201
F,1972-11-08,Moldova,United Kingdom,BB04 1RN,ZZ184250T,0,41.4,1.82,O-,9.2,264.3,bachelor,7,1972-11,1972,1955-1980,Europe,BB04 ,BB,22638476
M,2000-07-09,Samoa,United Kingdom,NE9 5JU,ZZ959900T,0,92.2,1.69,O+,0.6,482.3,secondary,10,2000-07,2000,Over 1980,other,NE9 ,NE,12169857
M,2003-09-29,Andorra,United Kingdom,ZE08 0AJ,ZZ504796T,0,44.0,1.52,O-,8.7,61.2,secondary,33,2003-09,2003,Over 1980,Europe,ZE08 ,ZE,17708385
M,1983-08-10,Macao,United Kingdom,HU9 9QJ,ZZ190525T,0,80.6,1.52,A+,2.8,76.2,secondary,9,1983-08,1983,Over 1980,Asia,HU9 ,HU,14586954
F,1964-02-28,Svalbard & Jan Mayen Islands,United Kingdom,N4F 0BN,ZZ475393T,0,96.1,1.74,A+,1.6,241.7,secondary,39,1964-02,1964,1955-1980,Europe,N4F ,N,6326557
F,2000-06-14,Pakistan,United Kingdom,NR8V 2RZ,ZZ603608T,0,87.9,1.49,O+,0.4,184.6,bachelor,9,2000-06,2000,Over 1980,Asia,NR8V ,NR,12278849
F,1973-11-24,Nigeria,United Kingdom,SL52 5PE,ZZ224946T,0,94.1,1.68,A+,1.5,137.8,masters,14,1973-11,1973,1955-1980,Africa,SL52 ,SL,15636792
F,1996-07-08,San Marino,United Kingdom,TD37 0SG,ZZ588474T,0,48.1,1.77,A+,7.2,224.6,secondary,44,1996-07,1996,Over 1980,Europe,TD37 ,TD,19650228
F,1989-01-19,Spain,United Kingdom,B8 2EB,ZZ111213T,0,78.6,1.52,O-,1.5,308.3,secondary,47,1989-01,1989,Over 1980,Europe,B8 ,B,18733975
M,1974-01-16,Colombia,United Kingdom,DH7N 7TQ,ZZ831372T,0,43.4,1.69,O+,7.7,278.5,bachelor,43,1974-01,1974,1955-1980,America,DH7N ,DH,8575594
M,1957-11-12,Cambodia,United Kingdom,N3 4YR,ZZ583319T,0,36.9,1.73,AB+,7.4,496.3,secondary,38,1957-11,1957,1955-1980,Asia,N3 ,N,22155922
M,1999-10-27,Korea,United Kingdom,B2T 7QU,ZZ181528T,0,76.8,1.67,A+,3.2,338.0,secondary,24,1999-10,1999,Over 1980,Asia,B2T ,B,10384506
F,1995-08-12,Marshall Islands,United Kingdom,M20 7BY,ZZ628610T,0,75.0,1.91,O+,2.4,25.5,secondary,10,1995-08,1995,Over 1980,other,M20 ,M,22207263
M,2000-12-11,Cameroon,United Kingdom,M51 6WX,ZZ793917T,0,68.9,1.79,A-,2.0,284.7,masters,35,2000-12,2000,Over 1980,Africa,M51 ,M,5008265
F,1983-05-18,Montenegro,United Kingdom,N2 0DJ,ZZ888778T,0,67.7,1.69,A+,6.9,67.1,masters,4,1983-05,1983,Over 1980,Europe,N2 ,N,1445993
M,1988-10-07,Paraguay,United Kingdom,CO98 8FY,ZZ100447T,0,62.6,1.79,A+,8.7,38.8,secondary,16,1988-10,1988,Over 1980,America,CO98 ,CO,16891753
M,1990-10-12,Nepal,United Kingdom,KW4H 2GL,ZZ125861T,0,90.4,1.87,O+,6.9,37.3,secondary,2,1990-10,1990,Over 1980,Asia,KW4H ,KW,22439936
M,1958-10-30,Tokelau,United Kingdom,TW9 9HD,ZZ030795T,0,47.9,1.43,A+,2.4,399.4,secondary,49,1958-10,1958,1955-1980,other,TW9 ,TW,10382625
F,1970-05-24,South Africa,United Kingdom,G06 0XQ,ZZ156066T,0,77.9,1.87,A+,2.6,332.2,bachelor,26,1970-05,1970,1955-1980,Africa,G06 ,G,10938285
M,2001-08-23,Macedonia,United Kingdom,NP6X 3EN,ZZ443792T,0,70.7,1.65,AB+,5.5,215.9,other,6,2001-08,2001,Over 1980,Europe,NP6X ,NP,3923835
M,1962-03-03,Congo,United Kingdom,GY3W 8XT,ZZ526166T,0,90.5,1.86,A+,8.7,31.3,secondary,33,1962-03,1962,1955-1980,Africa,GY3W ,GY,7811378
M,2002-12-17,Liberia,United Kingdom,N53 7UA,ZZ400482T,0,51.7,1.69,A+,4.2,46.6,primary,44,2002-12,2002,Over 1980,Africa,N53 ,N,25375328
M,1999-07-23,Tunisia,United Kingdom,G44 6NG,ZZ573277T,0,78.2,1.91,A+,6.5,236.1,secondary,22,1999-07,1999,Over 1980,Africa,G44 ,G,4444747
M,1957-10-23,Cocos (Keeling) Islands,United Kingdom,EH51 1ZN,ZZ289907T,1,84.5,1.6,A+,4.0,158.1,secondary,46,1957-10,1957,1955-1980,Asia,EH51 ,EH,6251339
M,1957-04-29,Monaco,United Kingdom,WD59 1WY,ZZ513710T,0,45.2,1.72,B+,5.9,339.9,phD,13,1957-04,1957,1955-1980,Europe,WD59 ,WD,6033770
M,1997-12-26,Myanmar,United Kingdom,ZE5 0JL,ZZ424478T,0,75.6,1.96,A-,9.7,298.9,secondary,27,1997-12,1997,Over 1980,Asia,ZE5 ,ZE,16729418
F,1970-11-11,Gibraltar,United Kingdom,E2 8GQ,ZZ204955T,0,76.5,1.51,A+,2.4,366.5,secondary,34,1970-11,1970,1955-1980,Europe,E2 ,E,19672634
F,1958-05-01,Guyana,United Kingdom,HX99 1FN,ZZ055785T,0,65.6,1.64,O+,1.5,393.2,other,41,1958-05,1958,1955-1980,America,HX99 ,HX,18571875
F,1960-06-03,Venezuela,United Kingdom,S7 0ZR,ZZ895534T,0,46.4,2.0,O+,4.2,444.0,bachelor,50,1960-06,1960,1955-1980,America,S7 ,S,9636328
F,1981-12-31,Sierra Leone,United Kingdom,CT80 4FR,ZZ379109T,0,83.3,1.84,A+,8.8,70.4,secondary,33,1981-12,1981,1955-1980,Africa,CT80 ,CT,23660354
M,1968-11-13,Anguilla,United Kingdom,N9F 1SU,ZZ976926T,0,99.8,1.45,O+,8.2,141.1,secondary,23,1968-11,1968,1955-1980,America,N9F ,N,22119027
M,1977-01-01,Gabon,United Kingdom,G49 1DR,ZZ740850T,0,48.8,1.7,O+,8.8,333.4,secondary,44,1977-01,1977,1955-1980,Africa,G49 ,G,21406049
M,1973-12-06,Sweden,United Kingdom,IM7E 3FY,ZZ403464T,0,43.7,1.98,A+,5.3,101.1,phD,11,1973-12,1973,1955-1980,Europe,IM7E ,IM,10427497
F,1994-10-23,Cote d'Ivoire,United Kingdom,PE0 0HH,ZZ219099T,0,96.0,1.8,A-,9.6,262.0,secondary,10,1994-10,1994,Over 1980,Africa,PE0 ,PE,14350427
F,1985-12-29,Poland,United Kingdom,LA8 9QZ,ZZ739314T,0,49.5,1.55,A+,5.0,23.6,secondary,37,1985-12,1985,Over 1980,Europe,LA8 ,LA,4259860
F,1971-06-24,Singapore,United Kingdom,HU8 3WX,ZZ393922T,0,83.4,1.41,O+,4.4,180.7,other,34,1971-06,1971,1955-1980,Asia,HU8 ,HU,12952103
M,1972-07-27,Bahamas,United Kingdom,CF89 9ZP,ZZ383100T,0,41.2,1.85,A+,1.7,81.2,primary,39,1972-07,1972,1955-1980,America,CF89 ,CF,24272747
F,1973-07-23,Guatemala,United Kingdom,E3 4YW,ZZ682140T,0,54.9,1.63,O+,1.2,14.8,secondary,27,1973-07,1973,1955-1980,America,E3 ,E,15964890
M,1979-05-09,Portugal,United Kingdom,NW6 6EW,ZZ555568T,0,80.4,1.67,O-,9.1,138.2,secondary,46,1979-05,1979,1955-1980,Europe,NW6 ,NW,18651199
F,1999-02-06,Serbia,United Kingdom,G80 5YS,ZZ345427T,0,87.0,1.95,O+,2.3,409.6,secondary,36,1999-02,1999,Over 1980,Europe,G80 ,G,11875091
M,1994-08-26,Saint Vincent and the Grenadines,United Kingdom,DE0Y 0TQ,ZZ044602T,0,39.4,1.49,A+,2.2,117.7,secondary,35,1994-08,1994,Over 1980,America,DE0Y ,DE,20918326
M,1967-04-17,Spain,United Kingdom,RH7B 2PY,ZZ635507T,0,47.8,1.64,O-,3.7,148.8,secondary,19,1967-04,1967,1955-1980,Europe,RH7B ,RH,20784480
M,1975-06-24,Mali,United Kingdom,B0S 0RX,ZZ930197T,0,42.3,1.49,A+,2.9,423.2,masters,30,1975-06,1975,1955-1980,Africa,B0S ,B,13176167
M,1962-03-03,San Marino,United Kingdom,CM7 1WD,ZZ541224T,0,73.5,1.84,A-,5.1,444.0,bachelor,28,1962-03,1962,1955-1980,Europe,CM7 ,CM,2296898
M,1999-06-17,Cambodia,United Kingdom,KT5 2TH,ZZ422203T,0,48.1,1.77,A+,0.3,180.2,bachelor,35,1999-06,1999,Over 1980,Asia,KT5 ,KT,80316
F,1995-01-03,Palau,United Kingdom,G2D 8HA,ZZ977659T,0,74.9,1.69,A+,5.7,318.3,secondary,29,1995-01,1995,Over 1980,other,G2D ,G,1180145
M,1980-04-14,Taiwan,United Kingdom,S3 2QL,ZZ999928T,0,45.3,1.47,A+,9.1,299.0,secondary,5,1980-04,1980,1955-1980,Asia,S3 ,S,12389195
F,1982-08-10,Ireland,United Kingdom,M4 2TN,ZZ701219T,0,85.6,1.7,O+,4.0,351.2,bachelor,29,1982-08,1982,Over 1980,Europe,M4 ,M,4600447
F,1960-03-10,Kenya,United Kingdom,N60 5HX,ZZ874312T,0,72.6,1.58,O-,5.2,195.9,secondary,9,1960-03,1960,1955-1980,Africa,N60 ,N,18875845
M,1976-04-18,Hungary,United Kingdom,E3H 6WZ,ZZ484304T,0,68.5,1.82,A+,1.4,279.6,phD,22,1976-04,1976,1955-1980,Europe,E3H ,E,3029103
M,1967-03-11,Italy,United Kingdom,WR8A 5SH,ZZ629283T,0,87.6,1.47,A+,10.0,341.1,secondary,40,1967-03,1967,1955-1980,Europe,WR8A ,WR,8930007
F,1977-07-21,Myanmar,United Kingdom,M9D 9ZG,ZZ995821T,0,86.4,1.61,O+,7.1,499.2,secondary,2,1977-07,1977,1955-1980,Asia,M9D ,M,2241440
F,1980-08-07,Anguilla,United Kingdom,W98 8NW,ZZ361993T,0,79.9,1.85,B+,3.6,385.2,secondary,32,1980-08,1980,1955-1980,America,W98 ,W,3509424
F,1977-10-11,Cook Islands,United Kingdom,NP3R 3GX,ZZ132713T,0,35.6,1.55,O+,5.7,473.1,secondary,15,1977-10,1977,1955-1980,other,NP3R ,NP,10276264
F,1997-08-05,Azerbaijan,United Kingdom,LU4E 7TU,ZZ348898T,0,88.3,1.8,B+,2.8,27.8,secondary,4,1997-08,1997,Over 1980,Asia,LU4E ,LU,10512058
M,1988-01-20,Jordan,United Kingdom,FY92 0AL,ZZ524979T,0,80.7,1.53,A+,8.4,30.0,masters,47,1988-01,1988,Over 1980,Asia,FY92 ,FY,10722498
M,1968-01-16,Romania,United Kingdom,M3B 7AN,ZZ078126T,0,64.4,1.88,O+,2.8,0.7,secondary,45,1968-01,1968,1955-1980,Europe,M3B ,M,6015603
F,1958-10-19,Algeria,United Kingdom,M0 6AD,ZZ843341T,0,90.9,1.42,A+,9.7,193.5,secondary,25,1958-10,1958,1955-1980,Africa,M0 ,M,16551516
M,1956-04-29,Kyrgyz Republic,United Kingdom,BB6V 4AQ,ZZ997214T,0,71.5,1.53,O+,3.3,66.2,other,14,1956-04,1956,1955-1980,Asia,BB6V ,BB,12284019
M,1985-04-03,Namibia,United Kingdom,RH51 8HX,ZZ526730T,0,51.4,1.58,A+,8.1,29.9,secondary,7,1985-04,1985,Over 1980,Africa,RH51 ,RH,14755208
F,1994-07-30,Central African Republic,United Kingdom,W9 5YB,ZZ882683T,0,66.1,1.69,O+,2.7,368.9,primary,47,1994-07,1994,Over 1980,Africa,W9 ,W,8400639
M,1993-02-21,Tunisia,United Kingdom,G2 6UJ,ZZ961974T,0,46.3,1.62,O+,1.4,144.6,bachelor,43,1993-02,1993,Over 1980,Africa,G2 ,G,15986848
F,1991-08-26,Malta,United Kingdom,B2 6LN,ZZ477765T,0,42.1,1.49,O-,0.0,242.2,masters,12,1991-08,1991,Over 1980,Europe,B2 ,B,22504642
M,1977-06-27,Lesotho,United Kingdom,SY4 9HS,ZZ968035T,0,51.9,1.93,O-,7.5,4.3,bachelor,13,1977-06,1977,1955-1980,Africa,SY4 ,SY,1457533
M,1996-10-21,Cayman Islands,United Kingdom,AL89 2AH,ZZ152530T,0,72.2,1.67,A+,9.3,119.6,masters,3,1996-10,1996,Over 1980,America,AL89 ,AL,17334341
M,1963-03-28,Bahamas,United Kingdom,TD1N 6ZL,ZZ900269T,0,69.9,1.79,B+,4.4,62.7,secondary,46,1963-03,1963,1955-1980,America,TD1N ,TD,2523083
